"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"usmtf","NetUsageFunctionText","usmtf:NetUsageFunctionText",1,0,"","","","An use of stacked/selectable nets for Link-16 operations.","usmtf","NetUsageFunctionType","usmtf:NetUsageFunctionType",,,
"usmtf","NetUsageInstructionsText","usmtf:NetUsageInstructionsText",1,0,"","","","A net usage or additional instructions which provides amplifying information on the communication network.","usmtf","NetUsageInstructionsType","usmtf:NetUsageInstructionsType",,,
"usmtf","NetworkClientCode","usmtf:NetworkClientCode",1,0,"","","","A network client parameter.","usmtf","NetworkClientCodeType","usmtf:NetworkClientCodeType",,,
"usmtf","NetworkEnabledWeaponOtherText","usmtf:NetworkEnabledWeaponOtherText",1,0,"","","","A type of Network Enabled Weapon (NEW) not included on the pick list.","usmtf","NetworkEnabledWeaponOtherType","usmtf:NetworkEnabledWeaponOtherType",,,
"usmtf","NetworkEnabledWeaponsAboardPlatformQuantity","usmtf:NetworkEnabledWeaponsAboardPlatformQuantity",1,0,"","","","A count of network enabled weapons aboard the platform performing the mission.","usmtf","Integer1To999Type","usmtf:Integer1To999Type",,,
"usmtf","NetworkID","usmtf:NetworkID",1,0,"","","","A network identifier name.","usmtf","NetworkIDType","usmtf:NetworkIDType",,,
"usmtf","NetworkIDShortName","usmtf:NetworkIDShortName",1,0,"","","","A network Identifier short name.","usmtf","NetworkIDShortNameType","usmtf:NetworkIDShortNameType",,,
"usmtf","NetworkParticipationGroupNameCode","usmtf:NetworkParticipationGroupNameCode",1,0,"","","","A name of the Link-16 Network Participation Group.","usmtf","NetworkParticipationGroupNameCodeType","usmtf:NetworkParticipationGroupNameCodeType",,,
"usmtf","NetworkParticipationGroupNumberID","usmtf:NetworkParticipationGroupNumberID",1,0,"","","","A numeric identifier for a Link-16 Network Participation Group.","usmtf","Integer1To31Type","usmtf:Integer1To31Type",,,
"usmtf","NetworkParticipationGroupOptionNumberID","usmtf:NetworkParticipationGroupOptionNumberID",1,0,"","","","A numeric identifier for a Network Participation Group (NPG) option.","usmtf","Integer1To99Type","usmtf:Integer1To99Type",,,
"usmtf","NetworkParticipationGroupOptionSequenceNumberNumeric","usmtf:NetworkParticipationGroupOptionSequenceNumberNumeric",1,0,"","","","A Network Participation Group (NPG) option sequence number.","usmtf","Integer1To127Type","usmtf:Integer1To127Type",,,
"usmtf","NetworkProtocolStandardVersionText","usmtf:NetworkProtocolStandardVersionText",1,0,"","","","A Combat Net Radio (CNR) designator and version.","usmtf","NetworkProtocolStandardVersionType","usmtf:NetworkProtocolStandardVersionType",,,
"usmtf","NetworkStatusCode","usmtf:NetworkStatusCode",1,0,"","","","An indicator for the unit’s initial transmission status in the Link-22 super network.","usmtf","NetworkStatusCodeType","usmtf:NetworkStatusCodeType",,,
"usmtf","NetworkTimeProtocolTimeServiceCode","usmtf:NetworkTimeProtocolTimeServiceCode",1,0,"","","","An appropriate Network Time Protocol (NTP) code.","usmtf","NetworkTimeProtocolTimeServiceCodeType","usmtf:NetworkTimeProtocolTimeServiceCodeType",,,
"usmtf","NeurosurgeryBedQuantity","usmtf:NeurosurgeryBedQuantity",1,0,"","","","A count of neurosurgery beds.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NeurosurgeryBedsAssignedPatientsQuantity","usmtf:NeurosurgeryBedsAssignedPatientsQuantity",1,0,"","","","A count of beds assigned to neurosurgery patients.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NeurosurgeryPatientsRequiringBedsQuantity","usmtf:NeurosurgeryPatientsRequiringBedsQuantity",1,0,"","","","A count of neurosurgery patients who require beds.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NeutralizingUnitName","usmtf:NeutralizingUnitName",1,0,"","","","A name of the unit neutralizing the mine countermeasure contact.","usmtf","UnitName30CharMaxType","usmtf:UnitName30CharMaxType",,,
"usmtf","NewNickName","usmtf:NewNickName",1,0,"","","","A newly created name or the name that replaces an existing reconnaissance operation nickname associated with a particular operation plan.","usmtf","NicknameType","usmtf:NicknameType",,,
"usmtf","NewTimeQualifierCode","usmtf:NewTimeQualifierCode",1,0,"","","","A qualifier indicating a new period of time that is now in effect.","usmtf","ToTimeQualifierCodeType","usmtf:ToTimeQualifierCodeType",,,
"usmtf","NextFinalPositionName","usmtf:NextFinalPositionName",1,0,"","","","A long name of the next or final position.","usmtf","NextFinalPositionNameType","usmtf:NextFinalPositionNameType",,,
"usmtf","NextMissionNumberID","usmtf:NextMissionNumberID",1,0,"","","","An identifier for the next mission.","usmtf","MissionNumber12CharFixedType","usmtf:MissionNumber12CharFixedType",,,
"usmtf","NextOfKinBookHolderID","usmtf:NextOfKinBookHolderID",1,0,"","","","An identifier or designator of the unit/organization known as the next of kin book holder.","usmtf","NextOfKinBookHolderType","usmtf:NextOfKinBookHolderType",,,
"usmtf","NightCapableCode","usmtf:NightCapableCode",1,0,"","","","A code to indicate whether an airfield has runway lighting and precision radar guidance equipment. 'Y' means the airfield is capable of supporting night landing operations, 'N' if it is not.","usmtf","AffirmativeOrNegativeAbbreviatedCodeType","usmtf:AffirmativeOrNegativeAbbreviatedCodeType",,,
"usmtf","NIPFIntelligenceTopicText","usmtf:NIPFIntelligenceTopicText",1,0,"","","","An intelligence topic that analysts are reporting on.","usmtf","NIPFIntelligenceTopicType","usmtf:NIPFIntelligenceTopicType",,,
"usmtf","NIPRNetEMailAddressID","usmtf:NIPRNetEMailAddressID",1,0,"","","","An identifier used by senders and recipients of Electronic Mail (E-Mail) over Non-secure Internet Protocol Router Network (NIPRNet) computer networks.","usmtf","ElectronicMailAddressType","usmtf:ElectronicMailAddressType",,,
"usmtf","NoCeilingUnitIDCode","usmtf:NoCeilingUnitIDCode",1,0,"","","","A code indicating that no upper or lower limit is in effect.","usmtf","NoCeilingUnitIDCodeType","usmtf:NoCeilingUnitIDCodeType",,,
"usmtf","NoChangeCode","usmtf:NoChangeCode",1,0,"","","","A code for the descriptor which indicates a negative report or no change from the previous report.","usmtf","NoChangeCodeType","usmtf:NoChangeCodeType",,,
"usmtf","NoEarlierThanDateTime","usmtf:NoEarlierThanDateTime",1,0,"","","","A point in time expressed as DTG representing the stop-time of the period, which cannot end earlier than this time.","usmtf","DateTimeGroupType","usmtf:DateTimeGroupType",,,
"usmtf","NoFixCode","usmtf:NoFixCode",1,0,"","","","An indicator that a fix does not exist on a location.","usmtf","NoFixCodeType","usmtf:NoFixCodeType",,,
"usmtf","NOIAreaName","usmtf:NOIAreaName",1,0,"","","","A name of a notice of intention operating area.","usmtf","AreaName38CharMaxType","usmtf:AreaName38CharMaxType",,,
"usmtf","NoLaterThanDateTime","usmtf:NoLaterThanDateTime",1,0,"","","","A point in time expressed as DTG representing the stop-time of the period, which must end not later than this time.","usmtf","DateTimeGroupType","usmtf:DateTimeGroupType",,,
"usmtf","NomenclatureText","usmtf:NomenclatureText",1,0,"","","","A name, designation, or description of supplies and equipment.","usmtf","NomenclatureType","usmtf:NomenclatureType",,,
"usmtf","NonAircraftWeaponLaunchPlatformsQuantity","usmtf:NonAircraftWeaponLaunchPlatformsQuantity",1,0,"","","","A count of weapon systems participating in a particular mission.","usmtf","Integer0To99Type","usmtf:Integer0To99Type",,,
"usmtf","NoncombatantEPWDetainedQuantity","usmtf:NoncombatantEPWDetainedQuantity",1,0,"","","","A count of noncombatant enemy prisoners of war detained.","usmtf","Integer0To9999Type","usmtf:Integer0To9999Type",,,
"usmtf","NoncombatantKilledQuantity","usmtf:NoncombatantKilledQuantity",1,0,"","","","A count of noncombatant killed.","usmtf","Integer0To9999Type","usmtf:Integer0To9999Type",,,
"usmtf","NoncombatantMissingQuantity","usmtf:NoncombatantMissingQuantity",1,0,"","","","A count of noncombatant missing.","usmtf","Integer0To9999Type","usmtf:Integer0To9999Type",,,
"usmtf","NoncombatantWoundedQuantity","usmtf:NoncombatantWoundedQuantity",1,0,"","","","A count of noncombatant wounded.","usmtf","Integer0To9999Type","usmtf:Integer0To9999Type",,,
"usmtf","NonDiscreteAsRequiredCode","usmtf:NonDiscreteAsRequiredCode",1,0,"","","","A code used to indicate as required.","usmtf","NonDiscreteAsRequiredCodeType","usmtf:NonDiscreteAsRequiredCodeType",,,
"usmtf","NonDiscreteCode","usmtf:NonDiscreteCode",1,0,"","","","A non-discrete indication of information.","usmtf","NonDiscreteCodeType","usmtf:NonDiscreteCodeType",,,
"usmtf","NonDiscreteIDCode","usmtf:NonDiscreteIDCode",1,0,"","","","An identifier for a non-discrete indicator.","usmtf","NonDiscreteIDCodeType","usmtf:NonDiscreteIDCodeType",,,
"usmtf","NonDiscreteUntilFurtherNoticeCode","usmtf:NonDiscreteUntilFurtherNoticeCode",1,0,"","","","A code used to indicate until further notice.","usmtf","NonDiscreteUntilFurtherNoticeCodeType","usmtf:NonDiscreteUntilFurtherNoticeCodeType",,,
"usmtf","NonElevatedDuctAltitudeRangeCode","usmtf:NonElevatedDuctAltitudeRangeCode",1,0,"","","","A code to indicate that there is not an elevated duct altitude range.","usmtf","NoneCodeType","usmtf:NoneCodeType",,,
"usmtf","NonNATOAircraftText","usmtf:NonNATOAircraftText",1,0,"","","","A non-NATO aircraft identification by type.","usmtf","AircraftType","usmtf:AircraftType",,,
"usmtf","NonoperationalPowerPercent","usmtf:NonoperationalPowerPercent",1,0,"","","","A percentage of power generation capability which is nonoperational.","usmtf","Integer0To100Type","usmtf:Integer0To100Type",,,
"usmtf","NonreportableLineItemNumberText","usmtf:NonreportableLineItemNumberText",1,0,"","","","A line item number of a non-reportable item in unit status reports.","usmtf","EquipmentLineItemNumberType","usmtf:EquipmentLineItemNumberType",,,
"usmtf","NonreportableLineItemsQuantity","usmtf:NonreportableLineItemsQuantity",1,0,"","","","A count of equipment line numbers designated as non-reportable by HQDA/MACOM.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NonsecureCellularTelephoneNumberID","usmtf:NonsecureCellularTelephoneNumberID",1,0,"","","","A designated non-secure mobile telephone number of an individual or agency to be contacted.","usmtf","TelephoneNumber20CharMaxType","usmtf:TelephoneNumber20CharMaxType",,,
"usmtf","NonSecureFaxNumberID","usmtf:NonSecureFaxNumberID",1,0,"","","","A designated non-secure fax number identifier of the person to be contacted.","usmtf","NonSecureFacsimileNumberType","usmtf:NonSecureFacsimileNumberType",,,
"usmtf","NonsecureTacticalTelephoneNumberID","usmtf:NonsecureTacticalTelephoneNumberID",1,0,"","","","A designated non-secure tactical telephone number of an individual or agency to be contacted.","usmtf","TelephoneNumber25CharMaxType","usmtf:TelephoneNumber25CharMaxType",,,
"usmtf","NonsecureTelephoneNumberID","usmtf:NonsecureTelephoneNumberID",1,0,"","","","A designated nonsecure telephone number of an individual or agency to be contacted.","usmtf","TelephoneNumber20CharMaxType","usmtf:TelephoneNumber20CharMaxType",,,
"usmtf","NonsecureTelephoneNumberInternationalID","usmtf:NonsecureTelephoneNumberInternationalID",1,0,"","","","A designated non-secure telephone number identifier of an individual or agency to be contacted.","usmtf","TelephoneNumber30CharMaxType","usmtf:TelephoneNumber30CharMaxType",,,
"usmtf","NonShipTargetCode","usmtf:NonShipTargetCode",1,0,"","","","A code for the non-ship target type.","usmtf","NonShipTargetCodeType","usmtf:NonShipTargetCodeType",,,
"usmtf","NonSpecificDataRateCode","usmtf:NonSpecificDataRateCode",1,0,"","","","A non-specific data rate code.","usmtf","NonSpecificDataRateCodeType","usmtf:NonSpecificDataRateCodeType",,,
"usmtf","NonSpecificPotentialHarmfulResultCode","usmtf:NonSpecificPotentialHarmfulResultCode",1,0,"","","","A possibility of a generic detrimental impact.","usmtf","NegativePositiveResultCodeType","usmtf:NegativePositiveResultCodeType",,,
"usmtf","NonUniformClearanceEvaluationPercent","usmtf:NonUniformClearanceEvaluationPercent",1,0,"","","","A non-uniform clearance evaluation (NUCEVL) as a percent.","usmtf","Integer0To99Type","usmtf:Integer0To99Type",,,
"usmtf","NorthernCaliforniaOperatingArea","usmtf:NorthernCaliforniaOperatingArea",1,0,"","","","A Northern California Operating Area (OPAREA) indicator using four digits to describe an area of latitude and longitude on a baseline of 3000n11000w, which may be further subdivided by the addition of a subdivision indicator to indicate a cardinal sub-portion of an area.","usmtf","OperatingAreaType","usmtf:OperatingAreaType",,,
"usmtf","NOSICID","usmtf:NOSICID",1,0,"","","","A unique identifier assigned to a specific maritime vessel (installation).","usmtf","Integer00000To99999Type","usmtf:Integer00000To99999Type",,,
"usmtf","NotCarriedCode","usmtf:NotCarriedCode",1,0,"","","","A code to denote a part is not carried.","usmtf","NotCarriedCodeType","usmtf:NotCarriedCodeType",,,
"usmtf","NotInStockCode","usmtf:NotInStockCode",1,0,"","","","A code to indicate a part is not in stock.","usmtf","NotInStockCodeType","usmtf:NotInStockCodeType",,,
"usmtf","NotKnownLocationQualifierCode","usmtf:NotKnownLocationQualifierCode",1,0,"","","","A code specifying that the location qualifier is not known.","usmtf","NotKnownLocationQualifierCodeType","usmtf:NotKnownLocationQualifierCodeType",,,
"usmtf","NotOperationallyReadyCode","usmtf:NotOperationallyReadyCode",1,0,"","","","An indicator used to identify not operationally ready supply required delivery date.","usmtf","NotOperationallyReadyCodeType","usmtf:NotOperationallyReadyCodeType",,,
"usmtf","NotOperationallyReadySupplyRDD","usmtf:NotOperationallyReadySupplyRDD",1,0,"","","","A required delivery date (RDD) expressed in number of days from the requisition for not operationally ready supplies.","usmtf","NotOperationallyReadySupplyRequiredDeliveryDateType","usmtf:NotOperationallyReadySupplyRequiredDeliveryDateType",,,
"usmtf","NotOperationallyReadySupplyRequiredDeliveryDateAugmentationPoint","usmtf:NotOperationallyReadySupplyRequiredDeliveryDateAugmentationPoint",1,1,"","","","An augmentation point for type usmtf:NotOperationallyReadySupplyRequiredDeliveryDateType",,,,,,
"usmtf","NotReportedInFlightCode","usmtf:NotReportedInFlightCode",1,0,"","","","A four alpha characters used to represent ""not reported in flight.""","usmtf","NotReportedInFlightCodeType","usmtf:NotReportedInFlightCodeType",,,
"usmtf","NPGStackNetNumberID","usmtf:NPGStackNetNumberID",1,0,"","","","A numeric identifier of the Network Participation Group (NPG) stack net.","usmtf","Integer000To126Type","usmtf:Integer000To126Type",,,
"usmtf","NuclearArmamentStatusCode","usmtf:NuclearArmamentStatusCode",1,0,"","","","A code to indicate if a nuclear warhead is on board a delivery vehicle.","usmtf","AffirmativeOrNegativeAbbreviatedCodeType","usmtf:AffirmativeOrNegativeAbbreviatedCodeType",,,
"usmtf","NuclearCapabilityCode","usmtf:NuclearCapabilityCode",1,0,"","","","A code to indicate if a designated unit possesses a nuclear capability.","usmtf","AffirmativeOrNegativeAbbreviatedCodeType","usmtf:AffirmativeOrNegativeAbbreviatedCodeType",,,
"usmtf","NuclearDetonationSequenceNumberNumeric","usmtf:NuclearDetonationSequenceNumberNumeric",1,0,"","","","A sequence number of the detonation as determined by the number of detonations previously reported.","usmtf","Integer001To999Type","usmtf:Integer001To999Type",,,
"usmtf","NuclearMissionReadyPrimaryDutyCrewsQuantity","usmtf:NuclearMissionReadyPrimaryDutyCrewsQuantity",1,0,"","","","A count of primary duty crews that are mission-ready to employ that major equipment designated with a nuclear weapon delivery capability.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NuclearOperationallyReadyMajorEquipmentQuantity","usmtf:NuclearOperationallyReadyMajorEquipmentQuantity",1,0,"","","","A count of major equipment items, of a designated type, that is operationally ready for nuclear employment and in the physical possession of an organization at its present location.","usmtf","Integer0To999Type","usmtf:Integer0To999Type",,,
"usmtf","NuclearRadiationUnitCode","usmtf:NuclearRadiationUnitCode",1,0,"","","","A dimension of nuclear radiation intensity associated with numeric values to describe the dose rate (intensity) of nuclear radiation at a specific place and time.","usmtf","NuclearRadiationUnitCodeType","usmtf:NuclearRadiationUnitCodeType",,,
